date,channel,campaign_type,campaign_name,campaign_id,spend,revenue,clicks,impressions,conversions,roas
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,10.955205,264.4,56.0,6793.0,7.0,24.134646499084223
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_02,21777702230,2.753552,0.0,14.0,1853.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_03,21802413975,12.12075,69.5,69.0,5626.0,2.25,5.733968607553163
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_04,21783084650,9.888526,224.5,60.0,9991.0,3.0,22.70308031753165
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_05,21808837082,48.518888,434.97476,158.0,12725.0,11.033123,8.965060369891413
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_06,21784340082,9.985233,89.4666,83.0,3949.0,3.87333,8.95989107114476
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_07,21812740018,50.147931,141.593425,128.0,11336.0,4.663736999999999,2.823514792664128
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_08,21784340304,52.360046,410.183183,190.0,13661.0,6.504953,7.8338965363017445
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_09,21794370952,10.500634,0.0,31.0,2018.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,10.359366,0.0,24.0,2630.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,12.223866,2.418716,53.0,442.0,0.020851,0.19786833396243053
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_12,21263646438,4.04,251.38,4.0,1108.0,2.0,62.22277227722772
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_13,21269832716,11.056618,21.6,43.0,1919.0,1.0,1.953581104095303
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_14,21551974931,11.624573,268.0,87.0,6851.0,3.5,23.054610263964104
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_15,21555598453,59.430914,1291.345149,183.0,9436.0,13.83627,21.728508987763504
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_16,21560212684,5.103374,0.0,17.0,68.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_17,21560247115,18.548927,60.0,32.0,776.0,2.0,3.2346884539466894
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_18,21638781593,12.083614,0.0,16.0,98.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_19,21663737223,10.611693,96.3936604,41.0,7668.0,0.998532,9.083721174368689
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_20,21776623830,12.799999,94.8042,50.0,5881.0,1.998756,7.406578703638961
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_22,22094147466,55.127262,1685.174296,214.0,14976.0,16.198801,30.56880089564397
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_23,22104151159,53.628061,214.821252,243.0,13597.0,5.707737,4.0057620580389806
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_24,22211017642,27.826248,0.0,28.0,4594.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_25,22211017645,18.836544,0.0,40.0,3639.0,0.0,0.0
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_26,22211017651,35.400396,305.0,43.0,2703.0,3.0,8.615722829767215
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_27,22211017654,17.698998,32.5,38.0,3035.0,0.5,1.8362621432015531
2025-02-09,Google Ads,Performance Max,Pmax_NTM_Campaign_46,22211017648,21.860138,120.0,30.0,1430.0,1.0,5.489443845230986
2025-02-09,Google Ads,Search,Search_NTM_Campaign_03,21587818996,11.396719,0.0,22.0,916.0,0.0,0.0
2025-02-09,Google Ads,Search,Search_NTM_Campaign_04,21697189844,0.0,0.0,0.0,3.0,0.0,0.0
2025-02-09,Google Ads,Search,Search_NTM_Campaign_05,21700991485,0.0,0.0,0.0,16.0,0.0,0.0
2025-02-09,Google Ads,Search,Search_TM_Campaign_01,9988712287,104.045881,896.5519,388.0,1811.0,13.042522,8.616889889182639
2025-02-09,Google Ads,Search,Search_TM_Campaign_02,21567626631,10.807429,193.0,52.0,141.0,3.0,17.858086321918005
2025-02-09,Google Ads,Search,Search_TM_Campaign_03,21577977814,10.281736,178.0,58.0,201.0,1.5,17.312251549738292
2025-02-09,Google Ads,Video,Video_Campaign_01,21956274883,1.38338,0.0,1.0,87.0,0.0,0.0
2025-02-09,Meta Ads,Meta Ads Unknown,Prospecting_Brand_Campaign_02,120214873996970533,25.22,170.46,177.0,4266.0,0.0,6.758921490880255
2025-02-09,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_01,120216797418540533,26.19,0.0,24.0,740.0,0.0,0.0
2025-02-09,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_02,120216797384630533,26.42,0.0,44.0,877.0,0.0,0.0
2025-02-09,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_04,120214631839140533,30.83,478.37,156.0,3154.0,0.0,15.51638014920532
2025-02-09,Meta Ads,Meta Ads Unknown,Remarketing_Brand_Campaign_03,120214824667330533,30.57,1264.65,185.0,5529.0,0.0,41.36898920510305
2025-02-09,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_02,120215116515630533,20.5,237.58,47.0,1566.0,0.0,11.589268292682927
2025-02-09,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_03,120214632085450533,21.97,0.0,93.0,1994.0,0.0,0.0
2025-02-09,Microsoft Ads,Search,Search_TM_Campaign_02,566560838,4.32,128.0,20.0,71.0,1.0,29.629629629629626
2025-02-09,Microsoft Ads,Search,Search_TM_Campaign_03,569378946,4.37,46.41,20.0,62.0,1.0,10.620137299771166
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,33.839568,138.72024399999998,105.0,10504.0,5.407319,4.099350322675513
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_02,21777702230,0.66,0.0,5.0,1434.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_03,21802413975,27.508326,361.0,72.0,8111.0,4.0,13.123299469404282
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_04,21783084650,9.79,74.86144,30.0,4486.0,1.996536,7.646725229826354
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_05,21808837082,4.228844,0.0,7.0,429.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_06,21784340082,15.862448,23.4,77.0,6837.0,1.0,1.4751821408650163
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_07,21812740018,10.340848,35.0,35.0,3140.0,1.0,3.3846353799997835
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_08,21784340304,6.567578,303.62282500000003,18.0,1788.0,3.713306,46.230562469147685
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_09,21794370952,10.473123,0.0,51.0,1858.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,32.458947,374.1,82.0,10688.0,4.0,11.52532767005658
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,8.482623,231.0,41.0,433.0,1.0,27.232142699257057
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_12,21263646438,0.398818,0.0,5.0,1358.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_13,21269832716,8.283953,0.0,28.0,1289.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_14,21551974931,30.096798,292.0,106.0,9126.0,8.0,9.702028767312722
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_15,21555598453,2.089737,167.5,17.0,915.0,3.5,80.15362698751088
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_16,21560212684,2.112904,115.0,24.0,99.0,1.0,54.42746097314407
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_17,21560247115,7.373475,0.0,7.0,148.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_18,21638781593,10.30092,0.0,18.0,98.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_19,21663737223,9.70798,200.0,36.0,4958.0,3.0,20.60160816153309
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_20,21776623830,10.849271,0.0,44.0,4625.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_22,22094147466,2.269958,0.0,12.0,1015.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_23,22104151159,0.06,0.0,1.0,84.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_24,22211017642,15.960792,0.0,13.0,3901.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_25,22211017645,15.889976,1.6879092,16.0,2342.0,0.058433,0.10622477969759048
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_26,22211017651,19.417347,0.0,20.0,1979.0,0.0,0.0
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_27,22211017654,19.988159,201.279126,35.0,2486.0,3.006892,10.06991819506739
2025-02-10,Google Ads,Performance Max,Pmax_NTM_Campaign_46,22211017648,21.362497,0.0,33.0,1991.0,0.0,0.0
2025-02-10,Google Ads,Search,Search_NTM_Campaign_03,21587818996,9.072379,345.91728,37.0,1204.0,4.965288,38.12861874487387
2025-02-10,Google Ads,Search,Search_NTM_Campaign_04,21697189844,6.21,0.0,1.0,26.0,0.0,0.0
2025-02-10,Google Ads,Search,Search_NTM_Campaign_05,21700991485,0.720611,0.0,1.0,107.0,0.0,0.0
2025-02-10,Google Ads,Search,Search_TM_Campaign_01,9988712287,300.925342,1347.632923,527.0,2809.0,23.949672000000003,4.478296557024432
2025-02-10,Google Ads,Search,Search_TM_Campaign_02,21567626631,6.881654,107.5,33.0,234.0,2.0,15.621244543826236
2025-02-10,Google Ads,Search,Search_TM_Campaign_03,21577977814,9.76948,11.7,35.0,129.0,0.5,1.1976072421459483
2025-02-10,Google Ads,Video,Video_Campaign_01,21956274883,1.258684,0.0,0.0,73.0,0.0,0.0
2025-02-10,Meta Ads,Meta Ads Unknown,Prospecting_Brand_Campaign_02,120214873996970533,26.61,456.69,200.0,4756.0,0.0,17.162344983089064
2025-02-10,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_01,120216797418540533,26.89,34.99,46.0,744.0,0.0,1.3012272220156191
2025-02-10,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_02,120216797384630533,25.73,591.47,41.0,778.0,0.0,22.987563155849205
2025-02-10,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_04,120214631839140533,30.95,288.71,169.0,2830.0,0.0,9.32827140549273
2025-02-10,Meta Ads,Meta Ads Unknown,Remarketing_Brand_Campaign_03,120214824667330533,31.950000000000003,852.54,216.0,5435.0,0.0,26.683568075117368
2025-02-10,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_02,120215116515630533,20.04,130.0,44.0,1280.0,0.0,6.487025948103793
2025-02-10,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_03,120214632085450533,20.55,111.3,82.0,1610.0,0.0,5.416058394160584
2025-02-10,Microsoft Ads,Search,Search_TM_Campaign_02,566560838,5.779999999999999,100.0,20.0,69.0,1.0,17.301038062283737
2025-02-10,Microsoft Ads,Search,Search_TM_Campaign_03,569378946,12.86,308.88,35.0,102.0,3.0,24.018662519440124
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,31.577958,211.0,79.0,8135.0,5.0,6.681876009842055
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_02,21777702230,3.270685,0.0,10.0,1393.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_03,21802413975,35.849925,128.466078,116.0,12386.0,6.041894,3.583440634813044
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_04,21783084650,10.563441,567.7,32.0,5708.0,1.0,53.74195775789348
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_06,21784340082,56.226654,207.6,166.0,16748.0,6.5,3.6921990769715727
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_09,21794370952,11.186896,142.99394999999998,54.0,2002.0,1.919758,12.782272222786371
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,44.126272,170.0,96.0,13936.0,2.0,3.8525801590490127
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,7.26,0.0,6.0,157.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_12,21263646438,3.92,128.69,11.0,5171.0,2.0,32.829081632653065
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_13,21269832716,9.81583,0.0,24.0,1930.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_14,21551974931,28.417514,235.43715,80.0,8414.0,4.868743,8.284931257533646
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_16,21560212684,2.761746,61.0,29.0,89.0,1.0,22.087476545634537
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_17,21560247115,12.398941,96.0032,10.0,116.0,0.960032,7.742854813165092
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_18,21638781593,11.714819,318.5,8.0,78.0,1.0,27.187786682833085
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_19,21663737223,8.604768,50.1599669,36.0,4931.0,2.006583,5.829322405903332
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_20,21776623830,11.519964,167.8,34.0,4387.0,2.0,14.566017741027665
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_24,22211017642,24.666135,0.0,38.0,3794.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_25,22211017645,22.76973,0.0,20.0,1847.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_26,22211017651,24.684988,0.0,18.0,2199.0,0.0,0.0
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_27,22211017654,24.176611,111.7,39.0,3776.0,2.0,4.620167814256514
2025-02-11,Google Ads,Performance Max,Pmax_NTM_Campaign_46,22211017648,16.280079,239.55564,35.0,2111.0,1.996297,14.714648497713064
2025-02-11,Google Ads,Search,Search_NTM_Campaign_03,21587818996,10.547436,23.676528,24.0,1140.0,0.204108,2.2447662161685553
2025-02-11,Google Ads,Search,Search_NTM_Campaign_04,21697189844,1.61,0.0,3.0,80.0,0.0,0.0
2025-02-11,Google Ads,Search,Search_NTM_Campaign_05,21700991485,5.25,0.0,2.0,100.0,0.0,0.0
2025-02-11,Google Ads,Search,Search_TM_Campaign_01,9988712287,299.2138,1810.938898,628.0,3198.0,29.911983,6.052324117403677
2025-02-11,Google Ads,Search,Search_TM_Campaign_02,21567626631,4.810913,0.0,20.0,238.0,0.0,0.0
2025-02-11,Google Ads,Search,Search_TM_Campaign_03,21577977814,9.761439,121.016558,55.0,178.0,0.991939,12.397409644213319
2025-02-11,Google Ads,Video,Video_Campaign_01,21956274883,1.190653,0.0,2.0,71.0,0.0,0.0
2025-02-11,Meta Ads,Meta Ads Unknown,Prospecting_Brand_Campaign_02,120214873996970533,28.250000000000004,904.79,232.0,4951.0,0.0,32.02796460176991
2025-02-11,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_01,120216797418540533,24.59,173.79,39.0,976.0,0.0,7.067507116714111
2025-02-11,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_02,120216797384630533,25.29,462.0,31.0,847.0,0.0,18.26809015421115
2025-02-11,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_04,120214631839140533,30.67,215.91,139.0,3227.0,0.0,7.0397782849690245
2025-02-11,Meta Ads,Meta Ads Unknown,Remarketing_Brand_Campaign_03,120214824667330533,33.730000000000004,1837.19,297.0,6066.0,0.0,54.46753631781796
2025-02-11,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_02,120215116515630533,20.97,240.91,32.0,1297.0,0.0,11.488316642823081
2025-02-11,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_03,120214632085450533,21.610002,54.43,91.0,1562.0,0.0,2.5187410903525134
2025-02-11,Microsoft Ads,Search,Search_TM_Campaign_02,566560838,10.06,832.4,31.0,94.0,8.0,82.74353876739562
2025-02-11,Microsoft Ads,Search,Search_TM_Campaign_03,569378946,4.77,50.0,16.0,61.0,1.0,10.482180293501049
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,37.488826,107.403722,83.0,11527.0,3.496297,2.864952932908595
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_02,21777702230,1.412712,0.0,7.0,1541.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_03,21802413975,14.045094,52.0,58.0,7341.0,1.5,3.702360411400593
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_04,21783084650,9.872637,141.95128,44.0,5923.0,3.098376,14.378253753277875
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_06,21784340082,26.46168,0.0,86.0,12252.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_09,21794370952,9.093668,201.0,62.0,3556.0,1.0,22.103292092915645
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,34.840952,433.6,84.0,12791.0,6.0,12.445124920811578
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,8.383067,189.5,39.0,709.0,3.25,22.605091907293595
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_12,21263646438,3.28,0.0,8.0,1100.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_13,21269832716,9.658337,0.0,36.0,2297.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_14,21551974931,53.224744,91.4938704,97.0,9654.0,4.004513,1.7190100604335459
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_16,21560212684,5.543886,108.0,28.0,117.0,2.0,19.480920062209073
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_17,21560247115,4.832725,0.0,8.0,51.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_18,21638781593,4.79,318.5,1.0,8.0,1.0,66.49269311064718
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_19,21663737223,9.457607,0.0,41.0,10991.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_20,21776623830,10.85,0.0,29.0,3382.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_24,22211017642,11.822216,0.0,21.0,3108.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_25,22211017645,25.719214,0.0,31.0,2927.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_26,22211017651,15.455392,0.0,11.0,2339.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_27,22211017654,25.511717,156.359286,30.0,2759.0,3.996297,6.128920526987658
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_28,22227081821,5.58,0.0,6.0,210.0,0.0,0.0
2025-02-12,Google Ads,Performance Max,Pmax_NTM_Campaign_46,22211017648,21.135801,94.5,36.0,3205.0,1.0,4.471086759380446
2025-02-12,Google Ads,Search,Search_NTM_Campaign_03,21587818996,14.073833,150.7716512,15.0,498.0,1.453218,10.712906086067669
2025-02-12,Google Ads,Search,Search_NTM_Campaign_04,21697189844,6.52,0.0,1.0,17.0,0.0,0.0
2025-02-12,Google Ads,Search,Search_NTM_Campaign_05,21700991485,1.17,0.0,2.0,122.0,0.0,0.0
2025-02-12,Google Ads,Search,Search_TM_Campaign_01,9988712287,321.790421,4309.777907,580.0,3036.0,46.22229599999999,13.393120570857514
2025-02-12,Google Ads,Search,Search_TM_Campaign_02,21567626631,7.724496,695.667,28.0,227.0,6.95667,90.05985633237431
2025-02-12,Google Ads,Search,Search_TM_Campaign_03,21577977814,10.876045,30.0,40.0,162.0,1.0,2.7583556338724233
2025-02-12,Google Ads,Video,Video_Campaign_01,21956274883,0.784027,0.0,0.0,77.0,0.0,0.0
2025-02-12,Meta Ads,Meta Ads Unknown,Prospecting_Brand_Campaign_02,120214873996970533,23.410000000000004,1355.12,212.0,4350.0,0.0,57.88637334472446
2025-02-12,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_01,120216797418540533,25.87,717.0,42.0,917.0,0.0,27.715500579822187
2025-02-12,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_02,120216797384630533,24.5,100.0,43.0,917.0,0.0,4.081632653061225
2025-02-12,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_04,120214631839140533,29.28,577.4300000000001,145.0,3081.0,0.0,19.720969945355193
2025-02-12,Meta Ads,Meta Ads Unknown,Remarketing_Brand_Campaign_03,120214824667330533,28.24,2124.79,264.0,4915.0,0.0,75.24043909348443
2025-02-12,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_02,120215116515630533,19.4,518.27,70.0,1444.0,0.0,26.714948453608248
2025-02-12,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_03,120214632085450533,18.76,699.74,91.0,1611.0,0.0,37.29957356076759
2025-02-12,Microsoft Ads,Search,Search_TM_Campaign_02,566560838,9.24,218.96,32.0,94.0,4.0,23.6969696969697
2025-02-12,Microsoft Ads,Search,Search_TM_Campaign_03,569378946,4.48,0.0,13.0,57.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,32.935984,293.930587,73.0,9100.0,1.769307,8.924299544231015
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_02,21777702230,2.653615,0.0,9.0,1421.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_03,21802413975,30.850141,204.693735,110.0,12329.0,1.667976,6.635098847684359
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_04,21783084650,9.693926,1.575431,28.0,5476.0,0.005269,0.16251733301863458
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_06,21784340082,51.076291,0.0,124.0,14984.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_09,21794370952,10.002,40.0,53.0,3313.0,1.0,3.999200159968006
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_10,18253990962,40.825236,127.547772,70.0,11024.0,3.068216,3.1242384489828794
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_11,18259733009,9.022027,3.884796,29.0,804.0,0.031329,0.43059015451849125
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_12,21263646438,3.01,0.0,12.0,7907.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_13,21269832716,9.525105,123.0,21.0,1799.0,1.0,12.91324347605617
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_14,21551974931,37.749345,56.0,93.0,11795.0,3.0,1.4834694482778443
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_16,21560212684,4.080777,114.831025,27.0,114.0,1.030353,28.139500149113758
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_17,21560247115,18.972082,46.161736,4.0,59.0,0.397946,2.4331402320525495
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_18,21638781593,13.485334,170.0,20.0,99.0,1.5,12.606287690019395
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_19,21663737223,7.940778,85.2106,21.0,3809.0,1.672106,10.730762149502228
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_20,21776623830,7.08,111.809188,23.0,3348.0,0.901687,15.792258192090395
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_24,22211017642,28.332728,0.0,21.0,2682.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_25,22211017645,13.352462,0.0,28.0,2562.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_26,22211017651,22.077492,1.0,28.0,2329.0,1.0,0.0452949999936587
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_27,22211017654,17.346706,81.0,39.0,3175.0,2.0,4.669474423559147
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_28,22227081821,8.587849,0.0,10.0,614.0,0.0,0.0
2025-02-13,Google Ads,Performance Max,Pmax_NTM_Campaign_46,22211017648,25.168914,0.0,30.0,3441.0,0.0,0.0
2025-02-13,Google Ads,Search,Search_NTM_Campaign_03,21587818996,7.508245,10.670286,17.0,601.0,0.485013,1.42114249068857
2025-02-13,Google Ads,Search,Search_NTM_Campaign_04,21697189844,2.51,100.0,2.0,36.0,1.0,39.8406374501992
2025-02-13,Google Ads,Search,Search_NTM_Campaign_05,21700991485,0.0,0.0,0.0,127.0,0.0,0.0
2025-02-13,Google Ads,Search,Search_NTM_Campaign_12,22233923036,92.22,0.0,61.0,723.0,0.0,0.0
2025-02-13,Google Ads,Search,Search_TM_Campaign_01,9988712287,345.117869,4764.644253,697.0,3304.0,59.640721,13.805846294791536
2025-02-13,Google Ads,Search,Search_TM_Campaign_02,21567626631,13.809705,215.223459,33.0,225.0,2.105758,15.584942545840045
2025-02-13,Google Ads,Search,Search_TM_Campaign_03,21577977814,9.69372,115.942557,57.0,195.0,1.090249,11.96058448149936
2025-02-13,Google Ads,Video,Video_Campaign_01,21956274883,1.189353,0.0,0.0,103.0,0.0,0.0
2025-02-13,Meta Ads,Meta Ads Unknown,Prospecting_Brand_Campaign_02,120214873996970533,23.020000000000003,1132.44,261.0,4407.0,0.0,49.19374456993918
2025-02-13,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_01,120216797418540533,24.01,703.47,55.0,1111.0,0.0,29.299042065805914
2025-02-13,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_02,120216797384630533,26.89,0.0,72.0,1388.0,0.0,0.0
2025-02-13,Meta Ads,Meta Ads Unknown,Prospecting_DPA_Campaign_04,120214631839140533,29.38,759.85,225.0,4466.0,0.0,25.86283185840708
2025-02-13,Meta Ads,Meta Ads Unknown,Remarketing_Brand_Campaign_03,120214824667330533,27.37,3538.36,243.0,4950.0,0.0,129.27877237851663
2025-02-13,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_02,120215116515630533,20.64,88.17,68.0,1681.0,0.0,4.271802325581396
2025-02-13,Meta Ads,Meta Ads Unknown,Remarketing_DPA_Campaign_03,120214632085450533,18.819999,333.98,90.0,1768.0,0.0,17.74601582072348
2025-02-13,Microsoft Ads,Search,Search_TM_Campaign_02,566560838,1.4,0.0,5.0,24.0,0.0,0.0
2025-02-13,Microsoft Ads,Search,Search_TM_Campaign_03,569378946,26.39,345.88,38.0,109.0,4.0,13.106479727169383
2025-02-14,Google Ads,Performance Max,Pmax_NTM_Campaign_01,21802413978,23.991403,0.0,24.0,1151.0,0.0,0.0
